artist,genre,averagePopularity,popularityTier
John Eric,reggae,0.0,0
John Eric,reggaeton,0.0,0
John FM,detroit-techno,39.0,3
John Ficarrotta,reggae,0.0,0
John Frusciante,acoustic,48.0,4
John Gallagher Jr.,punk,56.0,5
John Georgiadis,opera,21.0,2
John Gibbs,opera,24.0,2
John Harris,hardstyle,20.0,2
John Hartford,bluegrass,26.0,2
John Hickok,show-tunes,25.0,2
John Hill,afrobeat,18.0,1
John Johnis,funk,58.0,5
John Keawe,guitar,26.0,2
John Keys,classical,1.0,0
John Kho,hardstyle,21.0,2
John Lee Hooker,blues,58.0,5
John Legend,acoustic,57.0,5
John Legend,country,0.75,0
John Legend,hardcore,56.0,5
John Legend,jazz,0.0,0
John Legend,mpb,40.0,4
John Legend,soul,19.916666666666668,1
John Leguizamo,show-tunes,51.0,5
John Lennon,rock,25.666666666666668,2
John Lindberg Trio,rockabilly,28.133333333333333,2
John Lindberg Trio,swedish,38.0,3
John Lunn,british,24.5,2
John Martin,edm,10.125,1
John Martin,electro,10.125,1
John Martin,german,0.0,0
John Martin,house,18.5,1
John Martin,progressive-house,35.5,3
John Martyn,british,59.0,5
John Martyn,psych-rock,55.5,5
John Mayall & The Bluesbreakers,blues,28.5,2
John Mayall & The Bluesbreakers,british,28.5,2
John Mayer,blues,52.666666666666664,5
John Mayer,guitar,44.0,4
John Mayer,j-rock,46.0,4
John Mayer,singer-songwriter,65.1875,6
John Mayer,songwriter,65.1875,6
John McLaughlin,guitar,35.5,3
John Metcalfe,ambient,55.5,5
John Michael Howell,world-music,44.0,4
John Michael Montgomery,country,0.0,0
John Nascimento,brazil,45.0,4
John Nascimento,gospel,45.0,4
John Newman,chill,54.0,5
John Newman,dance,1.0,0
John Newman,edm,1.0,0
John Newman,electro,76.0,7
John Newman,house,76.0,7
John Newman,pop,1.0,0
John Newman,progressive-house,76.0,7
John Paul Young,disco,24.0,2
John Pinette,comedy,23.5,2
John Pizzarelli,guitar,22.2,2
John Porter,goth,21.0,2
John Powell,british,53.7,5
John Powell,german,59.0,5
John Quijada,ska,36.0,3
John Relyea,opera,22.0,2
John Reyton,groove,42.0,4
John Riddle,show-tunes,53.0,5
John Roa,sad,51.0,5
John Rutter,british,11.125,1
John Scofield,guitar,33.5,3
John Smith,british,62.0,6
John Starling,bluegrass,22.0,2
John Summit,electronic,64.0,6
John Summit,progressive-house,64.0,6
John Talabot,minimal-techno,19.0,1
John Tavener,british,27.0,2
John Tejada,idm,11.0,1
John Tesh,new-age,53.0,5
John Vincent III,folk,71.0,7
John Waite,bluegrass,48.0,4
John Wayne,metalcore,26.0,2
John Weber,trance,48.0,4
John Wicks,hip-hop,0.0,0
John Wildcat,rockabilly,27.6,2
John Wilds,world-music,47.0,4
John Williamson,children,31.166666666666668,3
John Williams,disney,26.0,2
John Williams,guitar,11.0,1
John Williams,opera,43.0,4
John Williams,show-tunes,24.0,2
John Williams,tango,44.0,4
Johnald,anime,49.0,4
Johnnie Kage,drum-and-bass,18.0,1
Johnnie R. Wright,honky-tonk,11.0,1
Johnnie Ray,rockabilly,35.0,3
Johnnie Taylor,blues,36.0,3
Johnning,edm,69.0,6
Johnny & The Hurricanes,rockabilly,24.0,2
Johnny Bond,honky-tonk,12.0,1
Johnny Burnette & The Rock 'N' Roll Trio,rockabilly,23.5,2
Johnny Burnette,rock-n-roll,51.0,5
Johnny Burnette,rockabilly,51.5,5
Johnny Cash,bluegrass,25.0,2
Johnny Cash,country,74.0,7
Johnny Choapino,ska,36.0,3
Johnny Ciardullo,metalcore,50.0,5
Johnny Dampf,party,25.0,2
Johnny Dinamo,rock-n-roll,29.5,2
Johnny Drille,afrobeat,38.0,3
Johnny Dynamo,rock-n-roll,31.666666666666668,3
Johnny Hartman,jazz,0.0,0
Johnny Hates Jazz,synth-pop,57.0,5
Johnny Hooker,mpb,41.0,4
Johnny Hunter,garage,26.0,2
Johnny Ip,cantopop,24.5,2
Johnny Jewel,minimal-techno,35.0,3
Johnny Kidd & The Pirates,british,32.0,3
Johnny Kidd & The Pirates,rock-n-roll,32.0,3
Johnny Kidd & The Pirates,rockabilly,16.0,1
Johnny Laboriel / Los Rebeldes Del Rock,rock-n-roll,32.0,3
Johnny Laboriel,rock-n-roll,33.142857142857146,3
Johnny Maddox,honky-tonk,14.6,1
Johnny Maestro,rock-n-roll,30.0,3
Johnny Marr,german,46.5,4
Johnny Marr,psych-rock,60.0,6
Johnny McDaid,british,36.0,3
Johnny Osbourne,dancehall,28.0,2
Johnny Osbourne,dub,28.0,2
Johnny Oz,kids,16.0,1
Johnny Pacheco,salsa,29.0,2
Johnny Paycheck,honky-tonk,12.0,1
Johnny Preston,rockabilly,26.0,2
Johnny P,hardcore,58.0,5
Johnny Ray Salsa Con Clase,salsa,27.0,2
Johnny Rivera,salsa,27.0,2
Johnny Rivers,rock-n-roll,32.0,3
Johnny Stimson,chill,54.166666666666664,5
Johnny Tillotson,rock-n-roll,41.5,4
Johnny Tillotson,rockabilly,43.25,4
Johnny Yin,mandopop,25.5,2
Johnnyswim,acoustic,27.6,2
Joi Barua,indian,49.666666666666664,4
Joi Barua,indie,49.666666666666664,4
Joi Cardwell,minimal-techno,44.0,4
Joi Casette,study,29.0,2
Joi,indian,45.0,4
Joji,chill,53.0,5
Joji,electronic,56.0,5
Joji,jazz,56.0,5
Joji,pop,94.0,9
Joji,trip-hop,51.0,5
Jojo Maronttinni,pagode,50.0,5
Jok'air,french,34.8,3
Joker Xue,mandopop,51.0,5
Joker,turkish,40.2,4
Jokhay,electronic,37.0,3
Jolee Nikoal,deep-house,53.0,5
Jolie Adamson,deep-house,27.0,2
Jolin Tsai,mandopop,49.54545454545455,4
Jolin Tsai,progressive-house,44.0,4
Jolly Jordan,study,40.5,4
Jolyon Petch,deep-house,53.0,5
Jomanda,chicago-house,8.75,0
Jome,folk,63.0,6
Jomie,chill,53.0,5
Jomie,sad,50.0,5
Jon & Vangelis,new-age,28.666666666666668,2
Jon Becker,edm,53.0,5
Jon Bellion,dub,53.0,5
Jon Bellion,dubstep,53.0,5
Jon Bellion,edm,67.0,6
Jon Bellion,electro,70.0,7
Jon Bellion,german,70.0,7
Jon Bellion,house,67.0,6
Jon Bellion,techno,69.0,6
Jon Boden,british,52.0,5
Jon Bon Jovi,hard-rock,59.5,5
Jon Bon Jovi,metal,68.0,6
Jon Brion,bluegrass,21.0,2
Jon Bryant,acoustic,53.0,5
Jon Caryl,sad,51.5,5
Jon Christensen,guitar,22.0,2
Jon Cutler,deep-house,30.0,3
Jon Dasilva,minimal-techno,44.0,4
Jon Droulis,study,34.0,3
Jon Gagan,guitar,20.0,2
Jon Hopkins,ambient,52.714285714285715,5
Jon Hopkins,breakbeat,34.0,3
Jon Hopkins,electronic,58.0,5
Jon Huber,death-metal,21.0,2
Jon Jon Briones,show-tunes,22.0,2
Jon Kennedy,trip-hop,40.083333333333336,4
Jon Lajoie,comedy,42.375,4
Jon Langston,country,0.0,0
Jon Liddell,malay,44.0,4
Jon McLaughlin,acoustic,52.0,5
Jon McLaughlin,piano,52.0,5
Jon Otis,new-age,25.5,2
Jon Pardi,country,6.833333333333333,0
Jon Pardi,rock,0.0,0
Jon Reep,comedy,20.0,2
Jon Sarta,disney,21.70967741935484,2
Jon Sarta,piano,29.333333333333332,2
Jon Schmidt,new-age,20.5,2
Jon Spurney,kids,11.0,1
Jon Thor Birgisson,british,49.0,4
Jon-Jon Geitel,disney,18.0,1
Jonah Baker,acoustic,44.46666666666667,4
Jonah Kagen,edm,68.0,6
Jonah Kagen,electro,68.0,6
Jonah Kagen,house,68.0,6
Jonah Takalua,comedy,23.0,2
Jonakapazio,reggaeton,39.0,3
Jonas Blue,chicago-house,31.0,3
Jonas Blue,dance,74.25,7
Jonas Blue,deep-house,45.0,4
Jonas Blue,edm,31.61111111111111,3
Jonas Blue,house,37.11764705882353,3
Jonas Blue,progressive-house,63.0,6
Jonas Blue,techno,51.0,5
Jonas Blue,trance,56.75,5
Jonas Brothers,dance,41.5,4
Jonas Brothers,edm,37.25,3
Jonas Brothers,electro,28.333333333333332,2
Jonas Brothers,house,37.25,3
Jonas Brothers,progressive-house,33.75,3
Jonas Brothers,reggae,62.0,6
Jonas Brothers,reggaeton,58.0,5
Jonas Kaufmann,opera,23.0,2
Jonas Lundqvist,goth,27.764705882352942,2
Jonasu,deep-house,52.0,5
Jonatas Campeão,forro,42.0,4
"Jonathan ""JR"" Rotem",emo,57.0,5
Jonathan Antoine,disney,20.0,2
Jonathan Antoine,opera,19.0,1
Jonathan Antoine,show-tunes,20.0,2
Jonathan Bulter,afrobeat,18.0,1
Jonathan David Helser,ambient,56.57142857142857,5
Jonathan David Helser,world-music,56.57142857142857,5
Jonathan Davis,grunge,43.0,4
Jonathan Davis,industrial,37.5,3
Jonathan Groff,club,37.857142857142854,3
Jonathan Groff,disney,59.5,5
Jonathan Groff,show-tunes,56.125,5
Jonathan Hadary,show-tunes,22.5,2
Jonathan Handman,classical,0.0,0
Jonathan Johansson,swedish,35.0,3
Jonathan Lee,mandopop,46.5,4
Jonathan Mendelsohn,dub,49.0,4
Jonathan Mendelsohn,dubstep,47.666666666666664,4
Jonathan Mendelsohn,hardstyle,52.333333333333336,5
Jonathan Mendelsohn,progressive-house,45.0,4
Jonathan Murill,blues,47.0,4
Jonathan Raviv,show-tunes,50.0,5
Jonathan Stockhammer,ambient,34.333333333333336,3
Jonathan Young,metal,51.0,5
Jones & Stephenson,trance,29.0,2
Joni Fatora,dub,50.5,5
Joni Fatora,dubstep,50.5,5
Joni Laakkonen,guitar,25.0,2
Joniel,reggae,46.0,4
Joniel,reggaeton,46.0,4
Jonita Gandhi,edm,52.0,5
Jonita Gandhi,hip-hop,65.5,6
Jonita Gandhi,indian,47.333333333333336,4
Jonita Gandhi,indie,55.5,5
Jonita Gandhi,indie-pop,59.0,5
Jonita Gandhi,k-pop,50.0,5
Jonita Gandhi,pop-film,61.0,6
Jonnie Snoilsky,guitar,26.0,2
Jonny Blaze,j-dance,20.0,2
Jonny Greenwood,ambient,41.0,4
Jonny Greenwood,british,41.0,4
Jonny L,drum-and-bass,17.0,1
Jono Grant,progressive-house,36.0,3
Jono McCleery,minimal-techno,44.0,4
Jonth,edm,44.0,4
Jonth,electro,44.0,4
Jonth,house,44.0,4
Jony J,mandopop,45.0,4
Jony Roy,dancehall,33.0,3
Joo Kraus,trip-hop,19.0,1
Joon Kim,german,40.0,4
Joonas Saartamo,disney,19.0,1
Joonathan Kettunen,disney,20.0,2
Joost,hardstyle,21.0,2
Jopin,brazil,47.0,4
Jor'dan Armstrong,afrobeat,20.40909090909091,2
Jordan Chan,cantopop,37.666666666666664,3
Jordan Chan,mandopop,37.666666666666664,3
Jordan Davis,country,38.75,3
Jordan Fisher,disney,60.0,6
Jordan Grace,progressive-house,45.5,4
Jordan Grace,trance,51.0,5
Jordan Hill,new-age,54.0,5
Jordan Knows,sad,48.0,4
Jordan Muzik,indian,0.0,0
Jordan Powers,progressive-house,58.0,5
Jordan Rakei,trip-hop,54.5,5
Jordan Rudess,malay,21.0,2
Jordan Rys,edm,68.0,6
Jordan Rys,turkish,59.5,5
Jordan Sandhu,hip-hop,60.55555555555556,6
Jordan Sandhu,pop,68.0,6
Jordan Shaw,deep-house,46.0,4
Jordan Shaw,edm,73.0,7
Jordan Shaw,groove,46.0,4
Jordan Shaw,house,73.0,7
Jordan Shaw,progressive-house,18.666666666666668,1
Jordan Shaw,trance,48.0,4
Jordan Solomon,sad,37.0,3
Jordan Tariff,dubstep,37.0,3
Jordan Tobias,trance,45.0,4
Jordi Savall,opera,21.0,2
Jordin Sparks,world-music,55.0,5
Jordin Tan,mandopop,39.0,3
JordinLaine,deep-house,52.0,5
Jorge & Mateus,forro,45.0,4
Jorge & Mateus,funk,54.0,5
Jorge & Mateus,pagode,45.0,4
Jorge & Mateus,sertanejo,46.4,4
Jorge Acosta,folk,43.0,4
Jorge Aragão,mpb,42.21739130434783,4
Jorge Aragão,pagode,44.4,4
Jorge Aragão,samba,41.21621621621622,4
Jorge Ben Jor,hard-rock,36.0,3
Jorge Ben Jor,mpb,24.0,2
Jorge Ben Jor,r-n-b,13.666666666666666,1
Jorge Ben Jor,samba,27.9,2
Jorge Bolet,classical,0.0,0
Jorge Calandrelli,tango,17.0,1
Jorge Castro,opera,19.0,1
Jorge Cristian,guitar,24.0,2
Jorge De Altinho,forro,43.5,4
Jorge Drexler,afrobeat,26.074074074074073,2
Jorge Drexler,r-n-b,40.0,4
Jorge Du Peixe,afrobeat,21.0,2
Jorge Durán,tango,22.25,2
Jorge Falcón,tango,20.866666666666667,2
Jorge Leo & Atrato River,salsa,29.0,2
Jorge Linares,tango,15.0,1
Jorge Maciel,tango,16.0,1
Jorge Martí (La Habitación Roja),spanish,55.0,5
Jorge Muñiz,r-n-b,43.0,4
Jorge Muñiz,rock-n-roll,32.81481481481482,3
Jorge Omar,tango,18.0,1
Jorge Serrano,ska,35.0,3
Jorge Sobral,tango,18.0,1
Jorge Sotomayer,death-metal,21.0,2
Jorge Valdez,tango,18.666666666666668,1
Jorge Vercillo,mpb,42.714285714285715,4
Jorge Vercillo,pagode,44.8,4
Jorge Vidal,tango,20.285714285714285,2
Jorge,forro,49.0,4
Jorge,funk,45.5,4
Jorge,sertanejo,49.0,4
Jorginho China,samba,41.0,4
Jorginho do Império,samba,37.0,3
Jorin Williams,sleep,60.0,6
Joris Delacroix,electronic,57.0,5
Joris Delacroix,french,57.0,5
Joris Delacroix,minimal-techno,42.22222222222222,4
Joris Delacroix,techno,49.666666666666664,4
Joris Voorn,deep-house,58.0,5
Joris Voorn,detroit-techno,14.0,1
Joris Voorn,electronic,58.0,5
Joris Voorn,minimal-techno,26.545454545454547,2
Joris Voorn,techno,36.0,3
Jorja Smith,alternative,0.0,0
Jorja Smith,dancehall,60.5,6
Jorja Smith,indie,0.0,0
Jorja Smith,progressive-house,57.0,5
Jorja Smith,soul,0.0,0
Jorja Smith,trip-hop,52.0,5
Jorn Van Deynhoven,progressive-house,51.0,5
Jorn Van Deynhoven,trance,47.5,4
Jorrgus & Crump,disco,31.0,3
Jorrgus,disco,29.0,2
Jorza,dub,22.5,2
Jorza,dubstep,22.5,2
Jorza,trance,31.0,3
Jos & Eli,techno,36.0,3
Josa Peit,trip-hop,56.0,5
"Jose ""Papo"" Rivera",salsa,32.6,3
Jose A. Jimenez,guitar,21.0,2
Jose Basso,tango,17.0,1
Jose Cantoral,rock-n-roll,33.0,3
Jose De Las Heras,latino,54.0,5
Jose De Las Heras,reggae,54.0,5
Jose De Las Heras,reggaeton,54.0,5
Jose James,trip-hop,18.0,1
Jose Rodríguez (Spain),breakbeat,13.0,1
Jose Villanueva,cantopop,18.0,1
Josef Slunge,goth,27.0,2
Josefina Scaglione,show-tunes,22.0,2
Joselacruz,chicago-house,0.0,0
Josement,minimal-techno,18.333333333333332,1
Josement,techno,13.75,1
Josep Pons,classical,0.0,0
Joseph & Maia,folk,35.0,3
Joseph Aquilina,trance,54.0,5
Joseph Banowetz,piano,54.0,5
Joseph Calleja,opera,19.0,1
Joseph Capriati,minimal-techno,17.0,1
Joseph Cotton,dub,57.0,5
Joseph Cotton,french,57.0,5
Joseph Feinstein,deep-house,62.0,6
Joseph Feinstein,french,62.0,6
Joseph Haydn,classical,0.0,0
Joseph Henry,afrobeat,17.0,1
Joseph Huber,garage,27.0,2
Joseph Huber,goth,24.5,2
Joseph Ray,progressive-house,34.0,3
Joseph Sullinger,acoustic,41.0,4
Joseph Sullinger,guitar,37.7,3
Joseph Tilley,chill,50.0,5
Joseph Trapanese,french,53.0,5
Joseph Williams,disney,55.25,5
Joseph Williams,show-tunes,51.5,5
Josephine Forrester,guitar,50.0,5
Joseph,progressive-house,35.0,3
Josey Scott,metal,66.0,6
Josh & Wesz,hardstyle,22.0,2
Josh A,emo,53.333333333333336,5
Josh A,sad,54.36842105263158,5
Josh Baldwin,ambient,57.0,5
Josh Baldwin,world-music,53.0,5
Josh Butler,chicago-house,10.0,1
Josh Cumbee,trance,53.0,5
Josh Dally,synth-pop,39.0,3
Josh Franklin,show-tunes,25.0,2
Josh Gad,disney,56.333333333333336,5
Josh Gad,show-tunes,52.666666666666664,5
Josh Golden,dub,51.0,5
Josh Golden,dubstep,51.0,5
Josh Golden,house,0.0,0
Josh Golden,sad,51.5,5
Josh Groban,opera,23.05263157894737,2
Josh Johnson,comedy,20.0,2
Josh Klinghoffer,acoustic,31.0,3
Josh Kramer,classical,65.0,6
Josh Lamon,show-tunes,24.0,2
Josh Levi,disney,60.0,6
Josh Ottum,acoustic,51.0,5
Josh Sneed,comedy,23.571428571428573,2
Josh Turner,country,14.8,1
Josh Wagner,comedy,22.0,2
Josh Williams,bluegrass,22.75,2
Josh Wink,minimal-techno,4.0,0
Joshi Mizu,dancehall,33.0,3
Joshi Mizu,j-dance,33.0,3
Joshi Pareya,samba,35.0,3
Joshua Aaron,pop,66.0,6
Joshua Ali,afrobeat,18.0,1
Joshua Bell,opera,20.0,2
Joshua Bloom,british,0.0,0
Joshua Henry,show-tunes,54.2,5
Joshua Hyslop,acoustic,56.285714285714285,5
Joshua Radin,acoustic,48.8,4
Joshwa,deep-house,41.75,4
Joshwa,groove,41.75,4
Josie Dunne,indie-pop,61.0,6
Josie Kreuzer,rockabilly,24.0,2
Josie de Guzman,show-tunes,30.0,3
Josie,drum-and-bass,16.0,1
Josimar y Su Yambú,salsa,30.545454545454547,3
Josman,french,33.833333333333336,3
Joss Favela,spanish,39.0,3
Joss Stone,british,23.571428571428573,2
Joss Stone,soul,0.0,0
Josue,rock-n-roll,28.333333333333332,2
Josué Bom de Faixa,forro,43.42857142857143,4
"José Alberto ""El Canario""",salsa,19.4,1
José Alma,spanish,55.0,5
José Bonaparte,spanish,0.0,0
José Camillo,sertanejo,47.0,4
José Carreras,opera,17.428571428571427,1
José Cura,opera,19.0,1
José El Francés,spanish,55.0,5
José Gil,mpb,39.0,3
José González,folk,44.333333333333336,4
José González,goth,40.27272727272727,4
José González,indie,0.0,0
José González,indie-pop,0.0,0
José González,singer-songwriter,44.333333333333336,4
José González,songwriter,44.333333333333336,4
José González,swedish,47.0,4
José González,trip-hop,49.4,4
José Guardiola,spanish,30.0,3
José José,r-n-b,42.0,4
José José,rock-n-roll,37.5,3
José Lucas,deep-house,50.0,5
José Luis Duval,rock-n-roll,31.0,3
José Luis Perales,latin,0.3333333333333333,0
José Luis Rodríguez,guitar,21.0,2
José Madero,latin,1.0,0
José Manuel Aguilera,ska,42.0,4
José Manuel Figueroa II,r-n-b,45.0,4
José Rodríguez,salsa,31.0,3
José-Luis Garcia,salsa,28.0,2
José-Luis Orozco,children,33.0,3
Jota 3,dub,28.0,2
Jota Quest,brazil,46.888888888888886,4
Jota Quest,mpb,44.04347826086956,4
Jota Quest,r-n-b,43.84,4
Jota,spanish,30.0,3
Journey,hard-rock,66.9090909090909,6
Journey,rock,77.5,7
Jovelina Perola Negra,pagode,45.0,4
Jovelina Perola Negra,samba,40.0,4
Jovonn,chicago-house,10.6,1
Jowell & Randy,latino,60.0,6
Jowell & Randy,reggaeton,60.0,6
Joy Again,garage,80.0,8
Joy Again,indie,80.0,8
Joy Again,indie-pop,80.0,8
Joy Crookes,soul,61.0,6
Joy Division,alt-rock,0.5,0
Joy Division,alternative,0.3333333333333333,0
Joy Division,punk,41.0,4
Joy Division,punk-rock,41.0,4
Joy John,malay,30.0,3
Joy Oladokun,folk,0.0,0
Joy Williams,acoustic,62.0,6
Joyce Cheng,cantopop,40.75,4
Joyce Muniz,chicago-house,6.0,0
Joyce Santana,latino,39.0,3
Joyce Santana,reggaeton,39.0,3
Joyeux urbains,french,30.0,3
Joyhauser,minimal-techno,33.0,3
Joyhauser,techno,32.75,3
Joyhauser,trance,56.0,5
Joyner Lucas,metalcore,52.0,5
Joy,spanish,66.0,6
Jozef Spacek,opera,22.0,2
Jozsef Mukk,opera,22.0,2
Jozyanne,brazil,47.0,4
Jozyanne,gospel,43.0,4
João Alexandre,gospel,38.0,3
João Bosco & Vinicius,sertanejo,49.642857142857146,4
João Bosco e Gabriel,forro,37.0,3
João Bosco e Gabriel,sertanejo,47.0,4
João Bosco,samba,39.0,3
João Carreiro & Capataz,sertanejo,46.333333333333336,4
João Carreiro,sertanejo,46.0,4
João Donato,piano,31.0,3
João Gilberto,brazil,0.0,0
João Gilberto,classical,0.0,0
João Gilberto,guitar,26.105263157894736,2
João Gilberto,jazz,30.4,3
João Gilberto,latin,0.0,0
João Gilberto,mpb,0.0,0
João Gilberto,samba,38.0,3
João Gomes,forro,46.0,4
João Gordo,grindcore,15.0,1
João Gordo,rockabilly,23.636363636363637,2
João Gustavo e Murilo,forro,42.714285714285715,4
João Gustavo e Murilo,sertanejo,44.2,4
João Klein,mpb,41.0,4
João Leão,mpb,41.0,4
João Mar,mpb,42.0,4
João Neto & Frederico,forro,41.0,4
João Neto & Frederico,sertanejo,43.5,4
João Nogueira,samba,39.25,3
João Paulo & Daniel,pagode,44.0,4
João Paulo & Daniel,samba,39.5,3
João Paulo & Daniel,sertanejo,44.333333333333336,4
João Pedro Gonçalves,disney,21.0,2
João Pedro e Cristiano,sertanejo,48.0,4
João Penca E Seus Miquinhos Amestrados,r-n-b,44.5,4
João Santana,forro,40.0,4
João Santana,gospel,40.0,4
João Selva,afrobeat,20.0,2
João de Souza & Bonifacio,sertanejo,49.0,4
Jstn Dmnd,electronic,0.0,0
Ju Cassou,disney,24.333333333333332,2
Juan Aguirre,spanish,56.0,5
Juan Alberto (Niños Mutantes),spanish,55.0,5
Juan Antonio Alvares Parejo,opera,20.0,2
Juan Atkins,detroit-techno,12.045454545454545,1
Juan Carlos Caceres,tango,19.0,1
Juan Carlos Godoy,tango,20.0,2
Juan Carlos Miranda,tango,16.0,1
Juan Carlos Rolón,tango,21.0,2
Juan D'Arienzo and his Orchestra,tango,19.0,1
Juan D'Arienzo y su Orquesta Típica,tango,18.285714285714285,1
Juan D'Arienzo,tango,19.06451612903226,1
Juan De Dios Filiberto,tango,17.0,1
Juan Esteban Cuacci,tango,27.0,2
Juan Falú,guitar,23.0,2
Juan Formell y Los Van Van,salsa,28.0,2
Juan Formell,salsa,28.0,2
Juan Gabriel,latin,56.0,5
Juan Gabriel,rock-n-roll,35.0,3
Juan Hansen,techno,52.0,5
Juan Holladay,kids,8.0,0
Juan Ingaramo,alt-rock,46.0,4
Juan Ingaramo,ska,36.0,3
Juan Luis Guerra 4.40,latin,0.3333333333333333,0
Juan Luis Guerra 4.40,show-tunes,51.0,5
Juan Luis Guerra 4.40,spanish,38.0,3
Juan Luis Guerra,latin,1.0,0
Juan Magán,dancehall,51.0,5
Juan Magán,electro,0.0,0
Juan Magán,funk,69.0,6
Juan Magán,hip-hop,0.0,0
Juan Magán,j-dance,51.0,5
Juan Magán,latin,0.0,0
Juan Magán,latino,0.0,0
Juan Magán,reggae,0.0,0
Juan Magán,reggaeton,0.0,0
Juan Magán,spanish,54.0,5
Juan Marcus & Vinícius,sertanejo,57.0,5
Juan Perro,spanish,28.0,2
Juan Salinas,guitar,28.0,2
Juan Veronico,guitar,23.0,2
Juanafé,afrobeat,27.42105263157895,2
JuanchitoSaico,dancehall,31.0,3
Juancho Style,dancehall,34.0,3
Juanello,rock-n-roll,28.0,2
Juanes,alt-rock,0.0,0
Juanes,alternative,0.0,0
Juanes,latin,2.9130434782608696,0
Juanes,latino,0.0,0
Juanes,reggae,0.0,0
Juanes,reggaeton,0.0,0
Juanes,rock,0.375,0
Juanes,spanish,39.166666666666664,3
Juanka,latino,28.666666666666668,2
Juanka,reggaeton,40.0,4
Juanse,heavy-metal,28.0,2
Juantástico,ska,32.0,3
Jubei,drum-and-bass,18.0,1
Jubilees,swedish,35.0,3
Jubiläumscast Wien 2012,show-tunes,24.606060606060606,2
Jubin Nautiyal,indian,45.666666666666664,4
Jubin Nautiyal,indie,82.0,8
Jubin Nautiyal,k-pop,53.471698113207545,5
Jubin Nautiyal,pop,65.63636363636364,6
Jubin Nautiyal,pop-film,60.458333333333336,6
Jubël,house,0.16666666666666666,0
Jubël,swedish,34.15384615384615,3
Jucee Froot,j-dance,53.0,5
Judah & the Lion,folk,0.0,0
Judah & the Lion,r-n-b,0.0,0
Judah,emo,63.0,6
Judas Priest,hard-rock,63.666666666666664,6
Judas Priest,metal,70.0,7
Judda,drum-and-bass,17.0,1
Jude & Frank,deep-house,50.0,5
Judeska,hardstyle,23.0,2
Judge Bitch,club,16.0,1
Judi Cranston,children,47.75,4
Judi Khan,sleep,64.0,6
Judie Tzuke,trip-hop,13.0,1
Judith van Wanroij,opera,25.0,2
Judithe Abelsen,sleep,61.0,6
Judy Garland,jazz,0.0,0
Judy Kaye,show-tunes,23.0,2
Judy Kuhn,show-tunes,36.375,3
Juelz Santana,hardcore,60.0,6
Juga-Naut,drum-and-bass,15.0,1
Juggernaut,happy,17.5,1
Jugglerz,dancehall,32.333333333333336,3
Jugglerz,german,40.0,4
Jugglerz,j-dance,32.333333333333336,3
Juggy D,indie-pop,45.0,4
Juhani Ahonen,sleep,61.5,6
Juhn,latin,0.0,0
Juice Brenner,study,27.0,2
Juice Newton,country,50.0,5
Juice WRLD,dance,46.666666666666664,4
Juice WRLD,edm,46.666666666666664,4
Juice WRLD,electro,53.111111111111114,5
Juice WRLD,hip-hop,83.0,8
Juice WRLD,indie,45.5,4
Juice WRLD,indie-pop,45.5,4
Juice WRLD,k-pop,67.0,6
Juice WRLD,latino,63.0,6
Juice WRLD,reggae,63.0,6
Juice WRLD,reggaeton,63.0,6
Juicy J,dance,26.0,2
Juicy J,electronic,47.0,4
Juicy J,emo,57.0,5
Juicy J,funk,5.0,0
Juicy J,progressive-house,53.333333333333336,5
Juicy Karkass,acoustic,29.0,2
Juicy M,electronic,31.0,3
Jukebox The Ghost,piano,60.0,6
Jukka Nevalainen,heavy-metal,22.166666666666668,2
Jukka Poika,reggae,46.0,4
Jules Barringer,kids,15.0,1
Jules Buckley,deep-house,55.0,5
Jules Buckley,disco,55.0,5
Jules Buckley,minimal-techno,55.0,5
Jules Buckley,techno,55.0,5
Jules Larson,acoustic,31.0,3
Jules Massenet,french,23.5,2
Jules Massenet,opera,28.3,2
Julia Alexa,chill,49.5,4
Julia Alexa,sad,49.6,4
Julia Church,minimal-techno,30.0,3
Julia Church,progressive-house,56.0,5
Julia Ferrón,latin,0.0,0
Julia Lindholm,party,28.0,2
Julia Mestre,mpb,40.333333333333336,4
Julia Michaels,dance,75.5,7
Julia Michaels,edm,35.5,3
Julia Michaels,electro,32.81818181818182,3
Julia Michaels,funk,35.5,3
Julia Michaels,house,35.5,3
Julia Minkin,electronic,66.0,6
Julia Minkin,french,60.5,6
Julia Minkin,indie-pop,66.0,6
Julia Ohrmann,iranian,0.0,0
Julia Peng,mandopop,38.5,3
Julia Raye,deep-house,41.0,4
Julia Raye,french,41.0,4
Julia Scheeser,disney,23.0,2
Julia Siechowicz,disney,22.0,2
Julia Sutton,show-tunes,30.0,3
Julia Totoszko,disney,21.0,2
Julia Varady,opera,0.0,0
Julia Vitória,gospel,38.5,3
Julia Zenko,tango,19.0,1
Julian 'Jumpin' Perez,chicago-house,12.0,1
Julian Assange,afrobeat,21.0,2
Julian Bream,guitar,21.0,2
Julian C. Thiesgaard Kellerman,disney,18.0,1
Julian Calor,progressive-house,52.0,5
Julian Casablancas,electro,76.0,7
Julian Casablancas,house,76.0,7
Julian Cope,psych-rock,31.0,3
Julian Cope,synth-pop,31.0,3
Julian Emery,punk,54.0,5
Julian Emery,punk-rock,54.0,5
Julian Jeweil,minimal-techno,37.666666666666664,3
Julian Jeweil,techno,45.0,4
Julian Jordan,progressive-house,51.5,5
